language,pegon,latin
Jawa,سࣤكَرْࢮَاࢮُوْ,sěkarḍaḍu
Jawa,مِيْنَاءْ,mina`
Jawa,سࣤمْبُوْيُوْ,sěmbuyu
Jawa,بࣤلَامْبَاڠَنْ,bělambaṅan
Jawa,فࣤرَاڮُوْلَوْ,pěragulo
Jawa,بَمْبَاڠْ,bambaṅ
Jawa,فࣤمَڠْڮࣤڠْ,pěmaṅgěṅ
Jawa,وَاجَانَا,wajana
Jawa,سِيُوْڠ,siuṅ
Jawa,وَانَارَا,wanara
Jawa,كَاچَارِيْطَا,kacariṯa
Jawa,ڮَرْوَافࣤدْمِىْ,garwafědmi
Jawa,هِيْمُوكْ,himuk
Jawa,رࣤتْنَا,rětna
Jawa,كُوْسُوْمَا,kusuma
Jawa,نُوْلِىْ,nuli
Jawa,اَمْفِيَانْ,amfian
Jawa,سِيْجِىْ,siji
Jawa,فࣤمࣤڠْڮࣤڠْ,pěmaṅgěṅ
Jawa,رَيْه,reh
Jawa,سࣤمَيْرُوْ,sěmeru
Jawa,وَايَهْ,wayah
Jawa,اَخِيْرَىْ,aḵire
Jawa,وَايَاهَىْ,wayahe
Jawa,كࣤرَاتَوْن,kěraton
Jawa,كَچَارِيْطا,kacariṯa
Jawa,رَادِيْن,radin
Jawa,وِيْس,wis
Jawa,بُوْكَاءْ,buka`
Jawa,فࣤسَنْتࣤرَيْن,pěsantěren
Jawa,دࣤنْطَا,děnṯa
Jawa,فَنْجࣤنࣤڠَانَىْ,panjěněṅane
Jawa,اِسْحَقْ,isẖaq
Jawa,فَاسَائَىْ,fasae
Jawa,دُوْلُوْرَىْ,dulure
Jawa,مࣤࢮُوْن,měḍun
Jawa,جَاوَا,jawa
Jawa,سُوْمَدِيَا,sumadia
Jawa,ڠِيْرَاسْ,ṅiras
Jawa,ڠِيْرُوْسْ,ṅirus
Jawa,تِيْلِئْ,tili`
Jawa,فَوْنَاءَانْ,pona`an
Jawa,نِيْتِهْ,nitih
Jawa,فࣤرَاهُوْنَىْ,pěraune
Jawa,جُوْرَاڮَانْ,juragan
Jawa,وُوْس,wus
Jawa,لَوْرَوْ,loro
Jawa,كَفْلِىْ,kafli
Jawa,تࣤرُوْس,těrus
Jawa,ڠࣤنْچࣤرْ,ṅěncěr
Jawa,نُوْجُوْ,nuju
Jawa,صَلَاةْ,ṣalat
Jawa,عَصَرْ,'aṣar
Jawa,مَيْلُؤ,melu
Jawa,مَأْمُوْم,ma`mum
Jawa,نَمُوْڠ,namuṅ
Jawa,اَنَا,ana
Jawa,اَرَانْ,aran
Jawa,وِيْرَاجَيَا,wirajaya
Jawa,اَبُوْ,abu
Jawa,هُرَيْرَةْ,hurerat
Jawa,سَأْوُوْسَىْ,sa`wuse
Jawa,بِيْصَا,biṣa
Jawa,كࣤتࣤمُوْ,kětěmu
Jawa,بَاڮَيْن,bagen
Jawa,بِيْنَاڮَيْن,binagen
Jawa,سَأْ,sa`
Jawa,چُوْكُوْفَىْ,cukupe
Jawa,كَينْدࣤلْ,kenděl
Jawa,اِسْتِرَاحَةْ,istiraẖat
Jawa,اَنْتَرَا,antara
Jawa,وُوْلَانْ,wulan
Jawa,فَامِيْت,pamit
Jawa,اَرࣤفْ,arěp
Jawa,نࣤرُوْسَاكَىْ,něrusake
Jawa,تِيْندَاكَىْ,tindake
Jawa,ڠَيْتَانْ,ṅetan
Jawa,ڠِيْدُوْلْ,ṅidul
Jawa,هِيَا,hia
Jawa,مࣤدَارْ٢رَاكࣤنْ,mědar2rakěn
Jawa,رَيْهنِيْڠ,rehniṅ
Jawa,رُوْمَوْڠصَا,rumoṅṣa
Jawa,كَاڠَيْلَانْ,kaṅelan
Jawa,سَبَبْ,sabab
Jawa,مَوْڠصَا,moṅṣa
Jawa,فَنْچِىْ,panci
Jawa,اَڮَامَانَىْ,agamane
Jawa,وَوْڠ,woṅ
Jawa,عُمُوْمَىْ,'umume
Jawa,بُوْدَا,buda
Jawa,هِنْࢮُوْ,hinḍu
Jawa,بَنْجُوْر,banjur
Jawa,طَافَا,ṯapa
Jawa,تِيْرَاكَتْ,tirakat
Jawa,سࣤلَاڠُوْ,sělaṅu
Jawa,بَاۑُوْوَاڠِىْ,bañuaṅi
Jawa,كُوْچَافَا,kucapa
Jawa,اِسْتࣤرِىْ,istěri
Jawa,لَاڮِىْ,lagi
Jawa,ڮࣤرَاهْ,gěrah
Jawa,سَاڠࣤةْ,saṅět
Jawa,تَمْبَانِىْ,tambani
Jawa,اَفَا٢,apa2
Jawa,مَڠْسَهْ,maṅsah
Jawa,نَاطَا,naṯa
Jawa,ڠࣤتَوْءَاكَىْ,ṅěto`ake
Jawa,سَيࣤمْبَارَا,sayěmbara
Jawa,سَفَا٢,sapa2
Jawa,سِيْڠ,siṅ
Jawa,مَرَاسَاكَىْ,marasake
Jawa,ڮࣤرَاهَىْ,gěrahe
Jawa,فُونْࢮُوْت,punḍut
Jawa,جَوْࢮَوْنَىْ,joḍone
Jawa,بَكَالْ,bakal
Jawa,فَارِيْڠِىْ,pariṅi
Jawa,كࣤرَاجَاءَانْ,kěraja`an
Jawa,سࣤفَارَوْ,sěparo
Jawa,مِيْࢮَاڠࣤتْ,miḍaṅět
Jawa,فࣤڠْڮَالِيْه,pěṅgalih
Jawa,شُكُورْ,śukur
Jawa,بَاڠࣤةْ,baṅět
Jawa,يَيْنْ,yen
Jawa,فِيْتُوْلُوْڠَىْ,pituluṅe
Jawa,فَارࣤكْ,parěk
Jawa,يَيْن,yen
Jawa,اَفَا,apa
Jawa,چِيْتَا٢نَىْ,cita2ne
Jawa,ۑِيَارَاكَىْ,ñiarake
Jawa,اِيْڠڮَالْ,iṅgal
Jawa,كࣤلَاكْسَانَانْ,kělaksanan
Jawa,اِيْڠڮَالِيْڠ,iṅgaliṅ
Jawa,چَارِيْطَا,cariṯa
Jawa,ڠࣤتَوْنِىْ,ṅětoni
Jawa,حَاصِلْ,ẖaṣil
Jawa,نَمْبَانِىْ,nambani
Jawa,وَالُوْيَا,waluya
Jawa,اَخِرَىْ,aḵire
Jawa,دَاهُوْفَاكَىْ,daupake
Jawa,تࣤمࣤنْ,těměn
Jawa,نࣤڮَارَا,něgara
Jawa,كࣤتُوْتُوكَانْ,kětutukan
Jawa,رَعْيَةْ,ra'yat
Jawa,بَاوَاهَىْ,bawahe
Jawa,ࢮَائِرَاهَىْ,ḍairahe
Jawa,فَࢮَا,paḍa
Jawa,سࣤمَوْنَوْ,sěmono
Jawa,دُوْرُوْڠ,duruṅ
Jawa,فُوْوَاسْ,puas
Jawa,اَمࣤرْڮَا,aměrga
Jawa,ࢮَيْوَىْ,ḍewe
Jawa,دُوْرُوْڠْ,duruṅ
Jawa,مࣤرْلَوْءَاكࣤنْ,měrlo`akěn
Jawa,مَڠْڮِيْهِىْ,maṅgihi
Jawa,ۑُوْڮُوْهَاكَىْ,ñuguhake
Jawa,اَنَڠِيْڠ,anaṅiṅ
Jawa,مَالَهْ,malah
Jawa,بࣤنْدُوْڠُوْنُوسْ,běnduṅunus
Jawa,فࣤࢮَاڠْ,pěḍaṅ
Jawa,فَاتَيْنِىْ,pateni
Jawa,لَوْلَوْس,lolos
Jawa,ڠَنْࢮُوْت,ṅanḍut
Jawa,فِيْتُوْڠ,pituṅ
Jawa,كَايَا,kaya
Jawa,ڠَافَا,ṅapa
Jawa,تَاڠِيْسَىْ,taṅise
Jawa,فَوْتࣤرِىْ,potěri
Jawa,فُوْيَاڠْ,puyaṅ
Jawa,فَايِيْڠَىْ,payiṅe
Jawa,چࣤرِيْتَاءَاكَىْ,cěrita`ake
Jawa,اَنْتَارَا,antara
Jawa,سُوْوَىْ,suwe
Jawa,لَوْلَوْسَىْ,lolose
Jawa,اَللّٰهْ,allāh
Jawa,نُوْرُوْنَاكَىْ,nurunake
Jawa,بَلَاءْ,bala`
Jawa,رُوْفَا,rupa
Jawa,فَاڮࣤرِيْڠ,pagěriṅ
Jawa,لَارَا,lara
Jawa,سُوْرَىْ,sure
Jawa,اَيْسُؤْ,esu`
Jawa,مَاتِىْ,mati
Jawa,ڮَانْدَيْڠ,gandeṅ
Jawa,اَنَانَىْ,anane
Jawa,كࣤنَا,kěna
Jawa,تُوْلَاءْ,tula`
Jawa,مࣤڠْڮَالِيْه,měṅgalih
Jawa,ڮَاوَىْ,gawe
Jawa,ڮَيْرَىْ٢,gere2
Jawa,جَبَاڠْ,jabaṅ
Jawa,بَايِىْ,bayi
Jawa,اِسِيْه,isih
Jawa,كَنْࢮُوْتَانَىْ,kanḍutane
Jawa,اَنْࢮَاوُوْهَاكَىْ,anḍawuhake
Jawa,بَيْسُؤْ,besu`
Jawa,لَاهِيْر,lair
Jawa,بُوَاڠْ,buaṅ
Jawa,سَمُوْدࣤرَا,samuděra
Jawa,تࣤمࣤنَانْ,těměnan
Jawa,بَارࣤڠْ,barěṅ
Jawa,وَاࢮَاهِىْ,waḍahi
Jawa,فࣤطِىْ,pěṯi
Jawa,سࣤڮَارَا,sěgara
Jawa,اِيْسِىْ,isi
Jawa,كࣤلَيْمبَاءْ٢,kělemba`2
Jawa,كِيْسِيْئ,kisi
Jawa,تࣤمُوْ,těmu
Jawa,بَؤْرَوْنࢮَا,ba`ronḍa
Jawa,فَنَاتِيْه,fanatih
Jawa,دُوْمَادَاءَانْ,dumada`an
Jawa,اِيْسِيْنَىْ,isine
Jawa,اِيْسِيْه,isih
Jawa,سࣤڮࣤرْ,sěgěr
Jawa,تُورْ,tur
Jawa,رࣤسِئْ,rěsi`
Jawa,بَؤرَوْنࢮَا,boronḍa
Jawa,بُوْڠَهْ,buṅah
Jawa,رُوْمَاتْ,rumat
Jawa,رࣤڠْڮَا٢,rěṅga2
Jawa,اَسْمَانِىْ,asmani
Jawa,مِيْتُوْرُوْت,miturut
Jawa,اِيْجَيْن,ijen
Jawa,ࢮَيْرَيْكَاكَىْ,ḍerekake
Jawa,بَالِيْكْ,balik
Jawa,مَوْلاَنَا,molana
Jawa,كُونْدُوْر,kundur
Jawa,مࣤۑَاڠْ,měñaṅ
Jawa,نࣤڮَارَانَىْ,něgarane
Jawa,فَاسِئْ,fasi`
Jawa,نُولِىْ,nuli
Jawa,اَنْࢮَاوُوْهِىْ,anḍawuhi
Jawa,مَارَاڠْ,maraṅ
Jawa,نُوْسُوْلْ,nusul
Jawa,مِيْسَانَانَىْ,misanane
Jawa,سَيْدَا,seda
Jawa,وَالِىْ,wali
Jawa,سَيْدَانَىْ,sedane
Jawa,عَمْفَيلْ,'amfel
Jawa,نمر,namar
Jawa,جࣤجُوْلُوْء,jějulu`
Jawa,دَائِرَةْ,dairah
Jawa,ڮِيْرِىْ,giri
Jawa,دࣤرْمَايُوْ,děrmayu
Jawa,ڮُونُوْڠ,gunuṅ
Jawa,مُوْريَا,murya
Jawa,٦,6
Jawa,٧,7
Jawa,٨,8
Jawa,مَنْۑُوْرَانْ,manñuran
Jawa,٩,9
Jawa,١٠,10
Jawa,ڠُوْࢮُوْڠ,ṅuḍuṅ
Jawa,جِيْفَاڠْ,jifaṅ
Jawa,فَنَوْلَانْ,panolan
Jawa,١١,11
Jawa,جَكَنْدَارْ,jakandar
Jawa,بَاڠْكَالَانْ,baṅkalan
Jawa,مَادُوْرَا,madura
Jawa,١٢,12
Jawa,كَرْطَايَاسَا,karṯayasa
Jawa,١٣,13
Jawa,١٤,14
Jawa,١٥,15
Jawa,الْجَلِيْل,al-jalil
Jawa,١٦,16
Jawa,كَچَارِيْطَا,kacariṯa
Jawa,عَمْفَيْل,'amfel
Jawa,سࣤفِيْسَانْ,sěpisan
Jawa,كࣤسࣤبُوْت,kěsěbut
Jawa,مَاهُوْ,mau
Jawa,مُشَاوَرَةْ,muśawarah
Jawa,ڠࣤرࣤمْبُوْكْ,ṅěrěmbuk
Jawa,سَفَا,sapa
Jawa,تࣤتࣤفَاكَىْ,tětěfake
Jawa,فُوْتُوْسَاكَىْ,putusake
Jawa,اِيْڠڮَالْ٢,iṅgal2
Jawa,سَنْتࣤرِيْنَىْ,santěrine
Jawa,اَيْوَوْن,ewon
Jawa,جَمَالُ,jamalu
Jawa,الدِّيْن,ad-din
Jawa,الْيَقِيْن,al-yaqin
Jawa,قُدُسْ,qudus
Jawa,جَعْفَرْ,ja'far
Jawa,صَادِقْ,ṣadiq
Jawa,شَرِيْف,śarif
Jawa,هِدَايَةُ,hidayatu
Jawa,السُّلْطَانْ,as-sulṯan
Jawa,عِمَادُ,'imadu
Jawa,اِبْنُ,ibnu
Jawa,نَجْمِ,najmi
Jawa,بركات,brkat
Jawa,شَاهْ,śah
Jawa,خَانْ,ḵan
Jawa,المَلِكْ,al-malik
Jawa,عَلْوِىْ,'alwi
Jawa,عَلِىْ,'ali
Jawa,اَحْمَدَ,aẖmada
Jawa,المُهَاجِرِ,al-muhajiri
Jawa,الْفَقِيْهِ,al-faqihi
Jawa,الْمُقَدِّمْ,al-muqaddim
Jawa,اِبْن,ibn
Jawa,عِيْسَى,'isa
Jawa,الْبَصَرِىْ,al-baṣari
Jawa,الرُّوْمِىْ,ar-rumi
Jawa,الْعَرِيْضِى,al-'ariḏi
Jawa,جَعْفَرِ,ja'fari
Jawa,الصَّادِقْ,aṣ-ṣadiq
Jawa,مُحَمَّدِ,muẖammadi
Jawa,الْبَاقِرْ,al-baqir
Jawa,الْعَابِدِيْن,al-'abidin
Jawa,الْاِمَامِ,al-imami
Jawa,وَابْنِ,wabni
Jawa,فَاطِمَةَ,faṯimata
Jawa,الزَّهْرَاءِ,az-zahra`i
Jawa,اللّٰهِ,allāhi
Jawa,مࣤلࣤبُوْنَىْ,mělěbune
Jawa,كُونْدُوْرَىْ,kundure
Jawa,اِلَى,ila
Jawa,الرَّفِيْقِ,ar-rafiqi
Jawa,الْاَعْلٰى,al-a'lā
Jawa,تَڠْڮَالْ,taṅgal
Jawa,يُوْنِىْ,yuni
Jawa,٦٣٣,633
Jawa,صَحَابَةْ,ṣaẖabat
Jawa,تَابِعِيْن,tabi'in
Jawa,فࣤرْجُوَاڠَانَىْ,pěrjuaṅane
Jawa,ۑِيَارْ٢رَاكࣤنْ,ñiar2rakěn
Jawa,سࣤمِيَارْ,sěmiar
Jawa,سَاءْاندڠيڠ,sa`andṅiṅ
Jawa,دُنْيَا,dunya
Jawa,تَاهُوْ,tau
Jawa,ڠَالَامِىْ,ṅalami
Jawa,زَمَانْ,zaman
Jawa,كَااࣤمَاسَانْ,kaěmasan
Jawa,اُمَّةْ,ummah
Jawa,كَاجَيْن,kajen
Jawa,كَيْرِيْڠَانْ,keriṅan
Jawa,مُبَلِّغْ٢لَنْ,muballiġ2lan
Jawa,فࣤڠَنْجُورْ٢,pěṅanjur2
Jawa,اَكَيْه,akeh
Jawa,ڠࣤلࣤلَانَا,ṅělělana
Jawa,ۑِيَارَاكࣤنْ,ñiarakěn
Jawa,ࢮَائِرَهْ٢,ḍairah2
Jawa,كࣤتِڠْڮَالَنْ,kětiṅgalan
Jawa,بَاڮَيْهَانْ,bagean
Jawa,مُبَلِّغْ٢,muballiġ2
Jawa,اُوْلُوْڠ,uluṅ
Jawa,كَيَاطَا,kayaṯa
Jawa,اَلشَّرِيْف,aś-śarif
Jawa,لِيَا٢نَىْ,lia2ne
Jawa,مَانَيْه,maneh
Jawa,كَابَيْه,kabeh
Jawa,وَالِىْ٢لَنْ,wali2lan
Jawa,عُلَمَاءْ,'ulama`
Jawa,تࣤكَا,těka
Jawa,تُوْجُوْهَانَىْ,tujuhane
Jawa,اُوْفَمَا,upama
Jawa,دَاڮَاڠْ,dagaṅ
Jawa,كَاڠْڮَوْ,kaṅgo
Jawa,سِتِرْ,sitir
Jawa,تُوْتُوْف,tutup
Jawa,ڠِيْسَوْر,ṅisor
Jawa,چَارَانَىْ,carane
Jawa,فࣤرَكْتِيْس,pěraktis
Jawa,تَبْلِيْغِىْ,tabliġi
Jawa,دِيْسِئْ,disi`
Jawa,سࣤمَوْڠصَا,sěmoṅṣa
Jawa,ڮࣤࢮَىْ,gěḍe
Jawa,چِيْلِيئْ,cili`
Jawa,تࣤمْتُوْ,těmtu
Jawa,كَارِىْ,kari
Jawa,مَانُوْت,manut
Jawa,فࣤڠَنْجُوْر,pěṅanjur
Jawa,سࣤمَوْنَا,sěmona
Jawa,اُوْلࣤتْ,ulět
Jawa,رَيْوَاڠِىْ,rewaṅi
Jawa,طَاڤَا,ṯapa
Jawa,اُوْسَهَا,usaha
Jawa,تُوْمُوْجُوْ,tumuju
Jawa,اِيْڠڮَالَىْ,iṅgale
Jawa,فَدَا,pada
Jawa,اَڠْڮَڠْڮُوْ,aṅgaṅgu
Jawa,رَاتُوْ٢,ratu2
Jawa,اَتُوْرِىْ,aturi
Jawa,مَنْجِيْڠ,manjiṅ
Jawa,مُوْلَا,mula
Jawa,لُوْمُوْه,lumuh
Jawa,سُوْڠكَنْ,suṅkan
Jawa,كࣤرْطَا,kěrṯa
Jawa,مَڠْسُوْلِىْ,maṅsuli
Jawa,ࢮَاوُوْه,ḍawuh
Jawa,سَاءْ,sa`
Jawa,بࣤنࣤرَىْ,běněre
Jawa,اِڠْسُنْ,iṅsun
Jawa,رَاسَاءْ٢أَكَىْ,rasa`2ake
Jawa,نَڠِيْڠ,naṅiṅ
Jawa,بَاهَىْ,bahe
Jawa,كَافࣤكْصَا,kapěkṣa
Jawa,نِيْڠڮَالَاكࣤنْ,niṅgalakěn
Jawa,فࣤلُوكْ,pěluk
Jawa,وِيْوِيْتْ,wiwit
Jawa,تِيْمُورْ,timur
Jawa,رُوْڠكࣤبِىْ,ruṅkěbi
Jawa,اِيْيَاڠْ٢اِڠْسُنْ,iaṅ2iṅsun
Jawa,مَاهَوْس,maos
Jawa,ڠࣤرَاسَاءَاكَىْ,ṅěrasa`ake
Jawa,نَسَبْ٢بَىْ,nasab2be
Jawa,فࣤڠَنْجُورْ٢كَڠْ,pěṅanjur2kaṅ
Jawa,تࣤمْتُوْنَىْ,těmtune
Jawa,بَنْجُورْ,banjur
Jawa,اَمْبَايَاڠَاكَىْ,ambayaṅake
Jawa,كَافࣤرِيْيَىْ,kapěriye
Jawa,كࣤڮِيْيَاتَانَىْ,kěgiatane
Jawa,اَلُوْسَىْ,aluse
Jawa,تَكْتِيْكَىْ,taktike
Jawa,فࣤڠَنْجُورْ٢مَاهُوْ,pěṅanjur2mau
Jawa,مَنْتُوْ,mantu
Jawa,فࣤڠَنْجُورْ,pěṅanjur
Jawa,اَنَيْه,aneh
Jawa,خُصُوْصَىْ,ḵuṣuṣe
Jawa,اِڠْڮَالْ,iṅgal
Jawa,سࣤمِيْيَارْ,sěmiar
Jawa,لُوْوَاسْ,luas
Jawa,بࣤرَاوِيْجَايَا,běrawijaya
Jawa,ڠُودُوْڠ,ṅuduṅ
Jawa,چࣤكَاءْ,cěka`
Jawa,لࣤڠْڮَاهَىْ,lěṅgahe
Jawa,فࣤڠَارُوْهَىْ,pěṅaruhe
Jawa,ڮࣤنَهْ,gěnah
Jawa,وُوْسْ,wus
Jawa,مَجَافَهِيْت,majafait
Jawa,فࣤرْنَاهَىْ,pěrnahe
Jawa,مِيْسَانَانْ,misanan
Jawa,كࣤنْࢮُوتَنْ,kěnḍutan
Jawa,كࣤدَادِيْيَانْ,kědadian
Jawa,سِيْطِئْ,siṯi`
Jawa,اَنْتَرَانَىْ,antarane
Jawa,لِيْوَاتْ,liwat
Jawa,فࣤرْكَرَانَىْ,pěrkarane
Jawa,مࣤرْڮَا,měrga
Jawa,چࣤمْفَا,cěmfa
Jawa,ڠَنْࢮُوْتْ,ṅanḍut
Jawa,نࣤمࣤنْ,něměn
Jawa,بࣤتَارࣤفَانَىْ,bětarěfane
Jawa,كࣤبࣤنࣤرَانْ,kěběněran
Jawa,فَاتِىْ٢,pati2
Jawa,سُوَانْ,suan
Jawa,سِيْبَا,siba
Jawa,دَامَارْ,damar
Jawa,مَيْلُوْ,melu
Jawa,سَيْبَا,seba
Jawa,ڠࣤنْدِيْكَا,ṅěndika
Jawa,كَانُوْڮࣤرَاهَانْ,kanugěrahan
Jawa,فَارِيْڠَاكَىْ,pariṅake
Jawa,وࣤقْتُ,wěqtu
Jawa,سَااِيْكِىْ,saiki
Jawa,وࣤلِيْڠ,wěliṅ
Jawa,اَجَا,aja
Jawa,فِيْسَانْ,pisan
Jawa,كُومْفُوْلِىْ,kumpuli
Jawa,سَأْدُوْرُوْڠَىْ,sa`duruṅe
Jawa,ڠࣤلَاهِيْرَاكَىْ,ṅělairake
Jawa,مَاتُورْ,matur
Jawa,سࣤنْدِيْكَا,sěndika
Jawa,كَابَوْيَوْڠ,kaboyoṅ
Jawa,كَافَارِيْڠَانْ,kapariṅan
Jawa,حُسَينْ,ẖusen
Jawa,بࣤڮَيْر,běger
Jawa,مُوْلَاهِىْ,mulahi
Jawa,بَفَاءْ,bapa`
Jawa,طَوْه,ṯoh
Jawa,مُوْلَانَىْ,mulane
Jawa,تِمْبُوْل,timbul
Jawa,كَيَا,kaya
Jawa,مࣤڠْكَيْنَىْ,měṅkene
Jawa,اَسࣤرِيْڠ,asěriṅ
Jawa,كࣤتࣤرُوْچُوْت,kětěrucut
Jawa,ڠُوُوهْ,ṅuwuh
Jawa,اَࢮِيْمَسْ,aḍimas
Jawa,مࣤڠْكَوْنَوْ,měṅkono
Jawa,اࣤنْࢮࣤمْ,ěnḍěm
Jawa,سُوُوْنَاكَىْ,suwunake
Jawa,فِيْرصَا,pirṣa
Jawa,سَيَا,saya
Jawa,تَمْبَهْ,tambah
Jawa,رُوْوࣤتَىْ,ruwěte
Jawa,فࣤڠْڮَالِيْهَىْ,pěṅgalihe
Jawa,ۑُوُوْن,ñuwun
Jawa,مُوُوْنْ,muwun
Jawa,كَامِىْ,kami
Jawa,سࣤسࣤڮࣤنْ,sěsěgěn
Jawa,مَارَمْبَهْ,marambah
Jawa,رَمْبَهْ,rambah
Jawa,اَڠْڮَوْنَىْ,aṅgone
Jawa,اَنْࢮࣤࢮࣤسْ,anḍěḍěs
Jawa,مࣤكْصَا,měkṣa
Jawa,كࣤرْصَاوَالِيْه,kěrṣawalih
Jawa,سَأْلُوڮُوْنَىْ,sa`lugune
Jawa,كَجَبَا,kajaba
Jawa,كَاوࣤتُوْ,kawětu
Jawa,ڠࣤنْدِيْكَانْ,ṅěndikan
Jawa,كُوَاتِيرْ,kuatir
Jawa,لَمُونْ,lamun
Jawa,طَا,ṯa
Jawa,لَاهِيْرَاكَىْ,lairake
Jawa,وَالِيْهَىْ,walihe
Jawa,كࣤرَاسَىْ,kěrase
Jawa,مَڠْكَوْنَوْ,maṅkono
Jawa,اَنْدَادَيْكَاكَىْ,andadekake
Jawa,فࣤرِيْهَاتِيْنَىْ,pěrihatine
Jawa,ࢮَاهَارْ,ḍahar
Jawa,سَارَىْ,sare
Jawa,بَاڠࣤتَىْ,baṅěte
Jawa,كَاهَنَانَىْ,kahanane
Jawa,وࣤلَاسْ,wělas
Jawa,مِرْسَانِىْ,mirsani
Jawa,فࣤرِيْهَاتِيْن,pěrihatin
Jawa,ࢮَاوُوْهِىْ,ḍawuhi
Jawa,وَالِيْه,walih
Jawa,ۑࣤرِيْتَاءَاكَىْ,ñěrita`ake
Jawa,سࣤكَابَيْهَانَىْ,sěkabehane
Jawa,لࣤلَاكَوْنَىْ,lělakone
Jawa,بَوْيَوْڠ,boyoṅ
Jawa,نَڮَارَا,nagara
Jawa,مِيْࢮَاڠࣤتَاكࣤنْ,miḍaṅětakěn
Jawa,مَنْطُؤْ٢,manṯu`2
Jawa,ࢮࣤرَيْنࢮَيْلَانْ,ḍěrenḍelan
Jawa,اࣤلُوْه,ěluh
Jawa,سَوْچَانَىْ,socane
Jawa,رَامْفُوْڠ,rampuṅ
Jawa,مِيْࢮَاڠࣤتَاكَىْ,miḍaṅětakě
Jawa,فࣤڠࣤنْدِيْكَانَىْ,pěṅěndikane
Jawa,ࢮُوْه,ḍuh
Jawa,مࣤنَاوِىْ,měnawi
Jawa,مࣤكَاتࣤنْ,měkatěn
Jawa,دَالࣤمْ,dalěm
Jawa,فَالِيْلِهْ,palilih
Jawa,سَرْطَااِدِىْ,sarṯaidi
Jawa,فَاڠَيْستُوْنِيْفُوْن,paṅestunipun
Jawa,كࣤفَارࣤڠَا,kěparěṅa
Jawa,ڠُوْلَاتِىْ,ṅulati
Jawa,وَوْنتࣤنَا,wontěna
Jawa,فُونْدِىْ,pundi
Jawa,كَيْمَاوَوْن,kemawon
Jawa,بَاࢮَىْ,baḍe
Jawa,وَاڠْسُوْل,waṅsul
Jawa,سَأْدَيْرَيْڠ,sa`dereṅ
Jawa,سَاڮࣤدْ,sagěd
Jawa,فِيْنَاڠْڮِيْه,pinaṅgih
Jawa,كَلَايَانْ,kalayan
Jawa,فࣤڠُوْنَنْدِيْكَانَىْ,pěṅunandikane
Jawa,اࣤڠْڮَيْر,ěṅger
Jawa,چُوْوِيْلَانَىْ,cuwilane
Jawa,سࣤنَجَانْ,sěnajan
Jawa,اَبَوْت,abot
Jawa,رَاسَانَىْ,rasane
Jawa,ڮَايَا,gaya
Jawa,كࣤدࣤرࣤڠِيْڠ,kěděrěṅiṅ
Jawa,اِيْرَا,ira
Jawa,كࣤفࣤكْصَا,kěpěkṣa
Jawa,فَارِيْڠ,pariṅ
Jawa,فَلِيْلِهْ,palilih
Jawa,مَرَاڠْ,maraṅ
Jawa,وَاڠْسِيْتْ,waṅsit
Jawa,فُوْمَادِىْ,pumadi
Jawa,فُوْمَا,puma
Jawa,اَنْجُوْجُوْڮَا,anjujuga
Jawa,دنطا,dnṯa
Jawa,دِيْڠِيْن,diṅin
Jawa,دَادِيْيَا,dadia
Jawa,سَاوَاتَارَا,sawatara
Jawa,ۑُوِيْتَا,ñuwita
Jawa,سَادُوْلُورْ,sadulur
Jawa,وَاسِطَا,wasiṯa
Jawa,اَيْنتُؤْ,entu`
Jawa,فِيْوُوْلَاڠْ,piwulaṅ
Jawa,اُوْتَمَا,utama
Jawa,اَنْدࣤدَوْڠَا,andědoṅa
Jawa,مُوْڮَا٢,muga2
Jawa,مَقْصُوْد,maqṣud
Jawa,بࣤچِئْ٢,běci`2
Jawa,كِيْنَابُوْلَاكࣤنْ,kinabulakěn
Jawa,مُوْربَيْڠ,murbeṅ
Jawa,دُوْمَادِىْ,dumadi
Jawa,رَايِىْ,rayi
Jawa,اَيَا,aya
Jawa,رَاكَا,raka
Jawa,تِيْندَاءْ,tinda`
Jawa,لࣤلَانَا,lělana
Jawa,اِذِنْ,iḋin
Jawa,اَنْࢮَيْرَيْكْ,anḍerek
Jawa,رِيْڠكࣤسِيْڠ,riṅkěsiṅ
Jawa,كَارَوْ٢نَىْ,karo2ne
Jawa,سَتࣤرِيْيَا,satěria
Jawa,اِذِيْنَاكَىْ,iḋinake
Jawa,تِنْدَاءْ,tinda`
Jawa,سَاتࣤرِيْيَا,satěria
Jawa,لَوْرَوْ٢فِيْسَانْ,loro2pisan
Jawa,بُوْࢮَالْ,buḍal
Jawa,ڠࣤنࣤرْ,ṅěněr
Jawa,اِڠْڮَالِيْڠ,iṅgaliṅ
Jawa,چَرِيْطَا,cariṯa
Jawa,سَاكࣤلَوْرَوْن,sakěloron
Jawa,تَوْمفَا,tomfa
Jawa,اُوْلَاڠْ,ulaṅ
Jawa,ڠَاجِىْ,ṅaji
Jawa,عَقَائِدْ,'aqaid
Jawa,كࣤطَارَا,kěṯara
Jawa,لَانْچَارْ,lancar
Jawa,سِنَاهُوْ,sinau
Jawa,تَهُوْنْ,taun
Jawa,كࣤكَارَوْ,kěkaro
Jawa,سَوْوَانْ,sowan
Jawa,مَجَاڤَاهِيتْ,majapait
Jawa,كࣤكَارَوْنَىْ,kěkarone
Jawa,وَاڠْسِيْت,waṅsit
